Feature ID    Taxon   Confidence
NR_025423.1 d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Pasteurellaceae 0.9999999122674792
NR_171541.1 d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775 0.9999810919144234
NZ_ABES01000007.1 d__Bacteria 0.7094163224758279
NZ_ADEF01000068.1 d__Bacteria 0.75948904191574
NZ_AFIJ01000031.1 d__Bacteria 0.7555131597081377
NZ_AMZK01000007.1 d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__ 0.9589893786964426
NZ_CABTXI010000220.1 Unassigned 0.378290126970919
NZ_CAXUJS010000060.1 d__Bacteria 0.8132722568785238
NZ_FNWT01000022.1 Unassigned 0.6549620379759644
NZ_GG666064.1 d__Bacteria; p__Patescibacteria 0.8206763573391109
NZ_GG666315.1 d__Bacteria 0.7514372924644789
NZ_GL878522.1 Unassigned 0.612618357483987
NZ_JAERMS010000083.1 d__Bacteria 0.8112814188618566
NZ_JAJCRT010000018.1 Unassigned 0.5276026886741125
NZ_JAJDKT010000074.1 d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A; f__UBA2163; g__UBA2163; s__UBA2163 sp002778715 0.9605171317496852
NZ_JANDZW010000012.1 d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__ 0.9846904174523452
NZ_JASOME010000020.1 d__Bacteria 0.7843753404737535
NZ_JASOSB010000012.1 d__Bacteria 0.9121286234184255
NZ_JASSPP010000023.1 Unassigned 0.597783548531556
NZ_JAVTXF010000046.1 Unassigned 0.704673934161749
NZ_JAWWWY010000070.1 d__Bacteria; p__Patescibacteria 0.7211453619403659
NZ_JAWWXF010000042.1 d__Bacteria 0.7719425181748311
NZ_JAWWYB010000046.1 Unassigned 0.3130955061387888
NZ_JBBNGY010000024.1 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Tissierellales; f__Peptoniphilaceae; g__Peptoniphilus_A 0.9999990023062948
NZ_JBGONE010000038.1 d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales_993521; f__Fusobacteriaceae_993521; g__Fusobacterium_C 0.9999999898916203
NZ_JBHLSP010000031.1 Unassigned 0.5603887574136699
NZ_JBIWIT010000029.1 d__Bacteria 0.8296832266485098
NZ_JRNR01000257.1 Unassigned 0.5371947423167078
NZ_JRNT01000025.1 Unassigned 0.368567268576635
NZ_JRNU01000149.1 d__Bacteria; p__Patescibacteria 0.703871689538686
NZ_KE952952.1 d__Bacteria 0.7485203163209169
NZ_KI518418.1 d__Bacteria; p__Patescibacteria 0.7752880643265811
NZ_KQ955743.1 d__Bacteria 0.7280342469425435
NZ_KQ961074.1 d__Bacteria 0.774117000480149
NZ_KQ971204.1 d__Bacteria 0.7137620353654932
NZ_KV803777.1 d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus; s__Anaerococcus senegalensis 0.7795685387489968
NZ_NFMF01000018.1 d__Bacteria 0.783865590460626
NZ_NQOJ01000020.1 d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__ 0.9963047269401778
NZ_PNGO01000009.1 d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__ 0.9922033960558595
NZ_QJVB01000008.1 Unassigned 0.5781715875685851
NZ_QPGS01000077.1 Unassigned 0.6187531292655544
NZ_QSQE01000022.1 Unassigned 0.41274432572270037
NZ_VYVJ01000030.1 Unassigned 0.30315684963872913
NZ_WBMB01000033.1 d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Aeromonadaceae; g__Aeromonas; s__Aeromonas veronii_666751 0.9965366955395091
NZ_WUBT01000032.1 d__Bacteria 0.7696127349554472
